species,Order,Family,Genus,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,ExtinctionPeriodMap,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Hieraaetus_moorei,Accipitriformes,Accipitridae,Hieraaetus,ACCIPITRIFORMES,Accipitridae,Hieraaetus,67.38,36.71,19.54,32.74,116.65,646.39,219.58,371.97,12750,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Himatione_fraithii,Passeriformes,Fringillidae,Himatione,PASSERIFORMES,Fringillidae,Himatione,17.68,10.38,3.52,4.12,21.81,61,15.94,46,13.97,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hovacrex_roberti,Gruiformes,Rallidae,Hovacrex,GRUIFORMES,Rallidae,Extinct,52.85,27.77,6.83,12.6,72.63,210.58,30.6,88.41,624,EX_U,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Hypotaenidia_dieffenbachii,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,38.03,19.72,3.86,7.82,37.77,121,14.03,72,274.6,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Hypotaenidia_pacifica,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,26.52,14.66,3.57,6.3,35.37,98.49,15.3,41.4,99.2,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Hypotaenidia_poeciloptera,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,46.9,25.77,5.86,11.11,61.94,173.18,23.85,72.21,504.04,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Hypotaenidia_ripleyi,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,32.82,18.6,4.44,8.14,39.68,118.31,18.14,48.44,230.5,EX_A,EX_Other,EX_Other,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Hypotaenidia_sp_Norfolk,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,34.56,19.2,4.54,8.27,45.2,126.84,19.12,53.3,226,EX_A,EX_Other,EX_POST1500,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Hypotaenidia_steadmani,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,24.57,13.14,3.25,5.97,35.48,91.24,12.85,48.31,108.88,EX_A,EX_Other,EX_Other,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Hypotaenidia_vavauensis,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,49.31,27,6.21,11.85,66.65,178.46,23.75,78.33,620.08,EX_A,EX_Other,EX_POST1500,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Hypotaenidia_wakensis,Gruiformes,Rallidae,Hypotaenidia,GRUIFORMES,Rallidae,Gallirallus,25.7,15.6,4.1,5.8,35,93.5,30.9,32.5,99.2,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Wake Island,19.296912,166.626428,NA,NA,NA,NA,NA,NA
Hypsipetes_cowlesi,Passeriformes,Pycnonotidae,Hypsipetes,PASSERIFORMES,Pycnonotidae,Hypsipetes,29.9,18.74,6.14,6.84,24.39,134.59,29.48,110.23,57.9,EX_A,EX_Other,EX_Other,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Ixobrychus_novaezelandiae,Pelecaniformes,Ardeidae,Ixobrychus,PELECANIFORMES,Ardeidae,Ixobrychus,63.02,45.29,11.33,10.67,49,148.33,46.04,50.1,150,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Lalage_sp_Eua,Passeriformes,Campephagidae,Lalage,PASSERIFORMES,Campephagidae,Lalage,18.54,10.54,5.4,5.07,21.36,95.67,24.85,72.93,30.3,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Larus_sp_Kauai,Charadriiformes,Laridae,Larus,CHARADRIIFORMES,Laridae,Larus,45.74,24.6,7.13,12.62,51.86,353.3,192.85,133.85,535,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Leptoptilos_robustus,Ciconiiformes,Ciconiidae,Leptoptilos,CICONIIFORMES,Ciconiidae,Leptoptilos,331.44,312.65,53.62,79.77,285.28,824.84,311.59,348.35,16000,EX_A,EX_Other,EX_Other,Yes,Lesser Sunda Islands,-8.53635,119.394501,NA,NA,NA,NA,NA,NA
Lophopsittacus_bensoni,Psittaciformes,Psittacidae,Lophopsittacus,PSITTACIFORMES,Psittacidae,Psittacula,37.1,27.74,16.53,28.95,25.66,204.38,75.05,151.6,323.53,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Lophopsittacus_mauritianus,Psittaciformes,Psittacidae,Lophopsittacus,PSITTACIFORMES,Psittacidae,Psittacula,45.38,33.22,19.44,34.92,31.96,235.94,84.14,178.24,552.42,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Loxioides_kikuchi,Passeriformes,Fringillidae,Loxioides,PASSERIFORMES,Fringillidae,Loxioides,16,10.21,6.88,8.81,24.19,89.86,17.97,69.46,39.06,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Loxops_wolstenholmei,Passeriformes,Fringillidae,Loxops,PASSERIFORMES,Fringillidae,Loxops,11.45,7.59,4.25,3.6,19.45,66.9,15.56,45.3,11,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Macropygia_arevarevauupa,Columbiformes,Columbidae,Macropygia,COLUMBIFORMES,Columbidae,Macropygia,22.54,10.43,3.95,5.16,25.98,190.76,59.99,178.11,213.32,EX_A,EX_Other,EX_Other,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Macropygia_heana,Columbiformes,Columbidae,Macropygia,COLUMBIFORMES,Columbidae,Macropygia,16.17,7.55,2.96,3.73,18.88,138.42,46.7,129.41,85.85,EX_A,EX_Other,EX_Other,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Malacorhynchus_scarletti,Anseriformes,Anatidae,Malacorhynchus,ANSERIFORMES,Anatidae,Malacorhynchus,67.61,48.76,20.87,17.16,38.93,239.6,95.44,79.85,800,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Mascarenotus_grucheti,Strigiformes,Strigidae,Mascarenotus,STRIGIFORMES,Strigidae,Otus,28.82,16.41,9.26,14.87,47.32,193.26,51.8,115.72,359.4,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarenotus_murivorus,Strigiformes,Strigidae,Mascarenotus,STRIGIFORMES,Strigidae,Otus,27.84,16.05,9.08,14.44,43.24,197.24,52.57,114.08,300.87,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarenotus_sauzieri,Strigiformes,Strigidae,Mascarenotus,STRIGIFORMES,Strigidae,Otus,30.44,17.34,9.57,15.31,50.63,213.21,53.69,125.11,363.34,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarinus_mascarin,Psittaciformes,Psittacidae,Mascarinus,PSITTACIFORMES,Psittacidae,Extinct,36.2,28.12,15.97,30.38,20.74,205.5,99.7,151.5,212.5,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Megadyptes_waitaha,Sphenisciformes,Spheniscidae,Megadyptes,SPHENISCIFORMES,Spheniscidae,Megadyptes,61.21,34.13,11.26,18.38,33.88,128.94,9.53,60.39,3880.17,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Megalapteryx_didinus,Dinornithiformes,Megalapterygidae,Megalapteryx,Extinct,Extinct,Extinct,58.57,21.86,21.17,21.68,157.22,216.13,8.67,64.01,21400,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Megapodius_alimentum,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,26.86,12.47,6.66,8.66,62.09,201.79,49.32,77.04,771.34,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Megapodius_amissus,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,33.19,15.58,8.02,10.65,73.53,236.91,54.06,84.48,1278.55,EX_A,EX_Other,EX_Other,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Megapodius_molistructor,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,33.89,15.8,8.2,10.91,78.5,252.34,58.2,97.37,3500,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA
Megapodius_sp_Buka,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,26.04,12.09,6.43,8.26,60.8,196.09,47.65,74.41,681,EX_A,EX_Other,EX_Other,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Megapodius_sp_Eua,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,19.5,8.98,4.92,6.12,46.45,148.24,37.6,56.08,277.2,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Megapodius_sp_NewIreland,Galliformes,Megapodiidae,Megapodius,GALLIFORMES,Megapodiidae,Megapodius,25.97,12.05,6.43,8.27,60.76,196.32,47.84,74.56,681,EX_A,EX_Other,EX_Other,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Megavitiornis_altirostris,Galliformes,Sylviornithidae,Megavitiornis,GALLIFORMES,Extinct,Extinct,63.57,31.8,16.51,25,114.06,392.47,39.35,289.83,8731.5,EX_A,EX_Other,EX_Other,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Melamprosops_phaeosoma,Passeriformes,Fringillidae,Melamprosops,PASSERIFORMES,Fringillidae,Melamprosops,16.9,10.7,6,7.4,23.6,71,11.7,34.5,25.5,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Meleagris_californicus,Galliformes,Phasianidae,Meleagris,GALLIFORMES,Phasianidae,Meleagris,53.52,25.43,15.03,14.88,124,438.86,96.51,307.39,4491.2,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Meleagris_crassipes,Galliformes,Phasianidae,Meleagris,GALLIFORMES,Phasianidae,Meleagris,49.35,23.58,14.2,13.91,111.41,406.44,92.16,282.96,3669.23,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Melopyrrha_latirostris,Passeriformes,Emberizidae,Melopyrrha,PASSERIFORMES,Emberizidae,Melopyrrha,15.64,9.27,4.54,5.28,21.85,82.84,16.26,68.62,24.63,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Mergus_australis,Anseriformes,Anatidae,Mergus,ANSERIFORMES,Anatidae,Mergus,65.93,40.89,8.68,10.4,43.58,186.75,67.41,75.25,900,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Auckland Islands,-50.70139,166.094065,NA,NA,NA,NA,NA,NA
Microgoura_meeki,Columbiformes,Columbidae,Microgoura,COLUMBIFORMES,Columbidae,Extinct,34.6,12.3,4.5,7.3,60.1,196.2,49.5,87.1,475.45,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Micropalama_chapmani,Charadriiformes,Scolopacidae,Micropalama,CHARADRIIFORMES,Scolopacidae,Calidris,40.63,28.02,3.71,5.17,29.67,126.48,58.66,54.09,86.91,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Milvago_alexandri,Falconiformes,Falconidae,Milvago,FALCONIFORMES,Falconidae,Milvago,31.29,18.63,11.3,15.44,52.29,263.6,82.86,176.24,319.45,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Milvago_brodkorbi,Falconiformes,Falconidae,Milvago,FALCONIFORMES,Falconidae,Milvago,32.72,19.38,11.91,16.55,55.34,274.57,86.84,176.98,394.66,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Milvago_carbo,Falconiformes,Falconidae,Milvago,FALCONIFORMES,Falconidae,Milvago,38.27,22.53,13.23,18.54,67.63,319.76,92.65,218.15,536.99,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Mitu_mitu,Galliformes,Cracidae,Mitu,GALLIFORMES,Cracidae,Mitu,60.5,36.4,21.6,47.1,109.1,395.8,28,345,2850.5,EW,EW,EX_IUCN,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Moho_apicalis,Passeriformes,Mohoidae,Moho,PASSERIFORMES,Extinct,Extinct,35.5,22.76,6.35,6.01,34.06,111,25.12,139,68.74,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho_bishopi,Passeriformes,Mohoidae,Moho,PASSERIFORMES,Extinct,Extinct,36.08,25.92,6.47,6.15,36.95,114,26.02,123,73.75,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho_braccatus,Passeriformes,Mohoidae,Moho,PASSERIFORMES,Extinct,Extinct,32.9,20.68,5.3,5.53,32.27,97.25,20.42,85.75,52.74,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho_nobilis,Passeriformes,Mohoidae,Moho,PASSERIFORMES,Extinct,Extinct,32.02,20.43,5.54,5.83,39.93,119.73,33.08,176.66,72.15,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Morus_reyana,Suliformes,Sulidae,Morus,SULIFORMES,Sulidae,Morus,121.44,84.69,25.95,32.54,67.53,592.96,274.91,190.86,2643.4,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Mullerornis_modestus,Aepyornithiformes,Aepyornithidae,Mullerornis,Extinct,Extinct,Extinct,104.42,40.62,29.05,30.09,294.66,315.19,11.34,110.63,107700,EX_A,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Mundia_elpenor,Gruiformes,Rallidae,Mundia,GRUIFORMES,Rallidae,Extinct,26.79,14.8,3.86,6.67,34.99,107.79,19.01,43.46,120.76,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Ascension island,-7.941419,-14.370905,NA,NA,NA,NA,NA,NA
Mwalau_walterlinii,Galliformes,Megapodiidae,Mwalau,GALLIFORMES,Megapodiidae,Extinct,40.24,20.08,10.32,14.2,90.28,304.36,69.84,146.4,1603.37,EX_A,EX_Other,EX_Other,Yes,New Hebrides / Vanuatu,-15.880916,167.814649,NA,NA,NA,NA,NA,NA
Myadestes_myadestinus,Passeriformes,Turdidae,Myadestes,PASSERIFORMES,Turdidae,Myadestes,19.17,9.42,5.91,5.5,32.98,103.67,23.55,86,50.77,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Myadestes_woahensis,Passeriformes,Turdidae,Myadestes,PASSERIFORMES,Turdidae,Myadestes,19.52,7.59,4.86,4.24,34.89,102,22.31,80,46.22,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Mycteria_wetmorei,Ciconiiformes,Ciconiidae,Mycteria,CICONIIFORMES,Ciconiidae,Mycteria,206.16,189.16,31.17,42.8,176.99,443.58,177.44,180.39,2449.68,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Myiagra_freycineti,Passeriformes,Monarchidae,Myiagra,PASSERIFORMES,Monarchidae,Myiagra,15.7,8.34,5.85,3.81,19.8,68,13.84,58.2,13.08,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Myiagra_sp_Tonga,Passeriformes,Monarchidae,Myiagra,PASSERIFORMES,Monarchidae,Myiagra,16.23,8.92,5.75,3.95,17.7,71.01,12.46,61.87,12.1,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Myiagra_sp_UaHuka,Passeriformes,Monarchidae,Myiagra,PASSERIFORMES,Monarchidae,Myiagra,16.24,8.93,5.74,3.95,17.68,71.01,12.51,61.46,12.1,EX_A,EX_Other,EX_Other,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Nannococcyx_psix,Cuculiformes,Cuculidae,Nannococcyx,CUCULIFORMES,Cuculidae,Extinct,26.32,16.66,7.16,8.69,27.79,133.9,23.89,145.21,75.66,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Nannonetta_invisitata,Anseriformes,Anatidae,Nannonetta,ANSERIFORMES,Anatidae,Extinct,34.61,21.32,13.53,11.35,33.75,196.78,83.4,65.75,540.57,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Natunaornis_gigoura,Columbiformes,Columbidae,Natunaornis,COLUMBIFORMES,Columbidae,Extinct,65.03,31.53,10.38,14.37,96.98,469.99,114.46,350.87,3501.96,EX_A,EX_Other,EX_Other,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Necropsar_rodericanus,Passeriformes,Sturnidae,Necropsar,PASSERIFORMES,Sturnidae,Extinct,31.57,18.34,4.69,6.24,35.17,130.42,27.42,88.47,86.54,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Necropsittacus_rodricanus,Psittaciformes,Psittacidae,Necropsittacus,PSITTACIFORMES,Psittacidae,Psittacus,34.98,26.14,15.74,27.66,22.67,208.26,73.62,149.45,257.75,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Neochen_barbadiana,Anseriformes,Anatidae,Neochen,ANSERIFORMES,Anatidae,Neochen,42.74,23.71,16.68,14.36,60.14,287.6,119.39,105.3,1250,EX_U,EX_Other,EX_Other,Yes,Windward and Leeward Islands,14.603884,-61.00752,NA,NA,NA,NA,NA,NA
Neochen_pugil,Anseriformes,Anatidae,Neochen,ANSERIFORMES,Anatidae,Neochen,53.71,29.27,19.78,17.45,80.94,357.52,136.91,132.36,2147.76,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Neogyps_errans,Accipitriformes,Accipitridae,Neogyps,ACCIPITRIFORMES,Accipitridae,Extinct,47.29,27.99,14.74,22.19,78.42,403.66,135.07,257.3,1401.62,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Neophrontops_americanus,Accipitriformes,Accipitridae,Neophrontops,ACCIPITRIFORMES,Accipitridae,Extinct,45.26,26.52,14.23,21.7,80.25,387.88,126.25,214.44,1166.44,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Neortyx_peninsularis,Galliformes,Odontophoridae,Neortyx,GALLIFORMES,Odontophoridae,Extinct,20.02,10.76,7.88,9.47,35.18,170.49,44.41,85.01,231.75,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Nesillas_aldabrana,Passeriformes,Acrocephalidae,Nesillas,PASSERIFORMES,Sylviidae,Nesillas,17.4,9.7,3.3,3.7,24.9,70,8.6,92,19.9,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Outer Islands,-9.44635,50.130363,NA,NA,NA,NA,NA,NA
Nesoenas_cicur,Columbiformes,Columbidae,Nesoenas,COLUMBIFORMES,Columbidae,Nesoenas,24.75,12.32,4.53,5.48,28.75,189.96,70.65,117.29,214.83,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesoenas_duboisi,Columbiformes,Columbidae,Nesoenas,COLUMBIFORMES,Columbidae,Nesoenas,27.03,13.38,4.89,5.99,31.74,203.76,69.97,132.14,285.23,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesoenas_rodericanus,Columbiformes,Columbidae,Nesoenas,COLUMBIFORMES,Columbidae,Nesoenas,23.72,11.93,4.48,5.33,26.26,184.18,82.51,107.92,192.11,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesotrochis_debooyi,Gruiformes,Rallidae,Nesotrochis,GRUIFORMES,Rallidae,Extinct,47.26,25.21,6.21,11.47,65.13,189.87,26.45,84.09,513.52,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Nesotrochis_picapicensis,Gruiformes,Rallidae,Nesotrochis,GRUIFORMES,Rallidae,Extinct,40.68,21.86,5.5,9.97,55.94,164.17,24.09,72.68,360.07,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Nesotrochis_steganinos,Gruiformes,Rallidae,Nesotrochis,GRUIFORMES,Rallidae,Extinct,40.32,21.61,5.43,9.82,54.91,161.84,23.68,71.2,341.56,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Nestor_chathamensis,Psittaciformes,Strigopidae,Nestor,PSITTACIFORMES,Psittacidae,Nestor,55.2,41.48,14.61,27.29,35.58,249.98,93.73,163.04,557.58,EX_A,EX_Other,EX_POST1500,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Nestor_productus,Psittaciformes,Strigopidae,Nestor,PSITTACIFORMES,Psittacidae,Nestor,55.58,42.22,11.79,27.25,34.11,255.5,98.34,141,485.14,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Ninox_sp_NewCaledonia,Strigiformes,Strigidae,Ninox,STRIGIFORMES,Strigidae,Ninox,23.08,13.36,7.59,12.32,31.5,182.9,54.93,100.8,168.4,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Numenius_victima,Charadriiformes,Scolopacidae,Numenius,CHARADRIIFORMES,Scolopacidae,Numenius,102.66,70.67,5.94,8.76,72.17,275.53,132.15,111.5,694.32,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Nuntius_solitarius,Charadriiformes,Scolopacidae,Nuntius,CHARADRIIFORMES,Scolopacidae,Extinct,45.84,31.14,4.07,5.78,34.01,142.42,62.95,61.13,117.62,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Nyctanassa_carcinocatactes,Pelecaniformes,Ardeidae,Nyctanassa,PELECANIFORMES,Ardeidae,Nyctanassa,79.89,56.93,15.94,20.81,85.3,296.1,92.77,118.99,677.99,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Nycticorax_duboisi,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,90.32,61.41,15.08,20.48,91.24,332.72,92.42,120.65,913.82,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nycticorax_kalavikai,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,86.15,59.23,14.66,20.84,84.54,313.29,92.49,110.33,943.76,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Nycticorax_mauritianus,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,82.51,56.85,14.32,20.23,80.64,282.17,86.94,104.58,929.43,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nycticorax_megacephalus,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,87.62,59.67,14.84,21.15,86.61,315.57,89.48,118.41,1010.94,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nycticorax_olsoni,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,72.29,49.9,12.69,17.71,70.25,254.06,86.34,89.47,643.03,EX_A,EX_Other,EX_Other,Yes,Ascension island,-7.941419,-14.370905,NA,NA,NA,NA,NA,NA
Nycticorax_sp_Eua,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,85.71,59.18,14.75,20.69,84.41,310.08,91.86,112.98,952.33,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
