species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Pipreola_jucunda,Pipreola_jucunda,Extant,Current,Current,No,LC,3.473,No
Pipreola_chlorolepidota,Pipreola_chlorolepidota,Extant,Current,Current,No,NT,2.94,No
Pipreola_formosa,Pipreola_formosa,Extant,Current,Current,No,LC,3.235,No
Pipreola_pulchra,Pipreola_pulchra,Extant,Current,Current,No,LC,3.411,No
Pipreola_lubomirskii,Pipreola_lubomirskii,Extant,Current,Current,No,LC,3.425,No
Pipreola_arcuata,Pipreola_arcuata,Extant,Current,Current,No,LC,4.027,No
Pipreola_frontalis,Multiple,Extant,Current,Current,No,LC,2.901,No
Thamnistes_anabatinus,Multiple,Extant,Current,Current,No,LC,2.82,No
Pygiptila_stellaris,Pygiptila_stellaris,Extant,Current,Current,No,LC,2.871,No
Myrmornis_torquata,Multiple,Extant,Current,Current,No,LC,2.8295,No
Myrmotherula_schisticolor,Myrmotherula_schisticolor,Extant,Current,Current,No,LC,2.655,No
Myrmotherula_behni,Myrmotherula_behni,Extant,Current,Current,No,LC,2.626,No
Myrmotherula_grisea,Myrmotherula_grisea,Extant,Current,Current,No,LC,2.584,No
Myrmotherula_axillaris,Myrmotherula_axillaris,Extant,Current,Current,No,LC,2.963,No
Myrmotherula_longipennis,Myrmotherula_longipennis,Extant,Current,Current,No,LC,2.645,No
Formicivora_melanogaster,Formicivora_melanogaster,Extant,Current,Current,No,LC,3.054,No
Formicivora_littoralis,Formicivora_serrana,Extant,Current,Current,No,LC,3.115,No
Formicivora_rufa,Multiple,Extant,Current,Current,No,LC,3.7225,No
Formicivora_grisea,Formicivora_grisea,Extant,Current,Current,No,LC,3.176,No
Formicivora_intermedia,Formicivora_intermedia,Extant,Current,Current,No,LC,4.434,No
Formicivora_erythronotos,Formicivora_erythronotos,Extant,Current,Current,No,EN,2.986,No
Formicivora_serrana,Formicivora_serrana,Extant,Current,Current,No,LC,3.115,No
Formicivora_iheringi,Formicivora_iheringi,Extant,Current,Current,No,NT,2.904,No
Myrmotherula_iheringi,Myrmotherula_iheringi,Extant,Current,Current,No,LC,2.607,No
Myrmotherula_menetriesii,Myrmotherula_menetriesii,Extant,Current,Current,No,LC,2.66,No
Myrmotherula_assimilis,Myrmotherula_assimilis,Extant,Current,Current,No,LC,2.476,No
Myrmotherula_sclateri,Myrmotherula_sclateri,Extant,Current,Current,No,LC,2.626,No
Myrmotherula_ambigua,Myrmotherula_ambigua,Extant,Current,Current,No,LC,2.405,No
Myrmotherula_brachyura,Myrmotherula_brachyura,Extant,Current,Current,No,LC,2.375,No
Myrmotherula_ignota,Myrmotherula_ignota,Extant,Current,Current,No,LC,2.25,No
Myrmotherula_klagesi,Myrmotherula_klagesi,Extant,Current,Current,No,VU,2.419,No
Myrmotherula_longicauda,Myrmotherula_longicauda,Extant,Current,Current,No,LC,2.617,No
Myrmotherula_cherriei,Myrmotherula_cherriei,Extant,Current,Current,No,LC,2.645,No
Myrmochanes_hemileucus,Myrmochanes_hemileucus,Extant,Current,Current,No,LC,2.441,No
Myrmotherula_pacifica,Myrmotherula_pacifica,Extant,Current,Current,No,LC,2.679,No
Myrmotherula_surinamensis,Myrmotherula_surinamensis,Extant,Current,Current,No,VU,3.102,No
Myrmotherula_multostriata,Myrmotherula_multostriata,Extant,Current,Current,No,LC,2.615,No
Xenornis_setifrons,Xenornis_setifrons,Extant,Current,Current,No,NT,3.211,No
Sakesphorus_luctuosus,Sakesphorus_luctuosus,Extant,Current,Current,No,LC,2.81,No
Sakesphorus_canadensis,Multiple,Extant,Current,Current,No,LC,2.744,No
Sakesphorus_cristatus,Sakesphorus_cristatus,Extant,Current,Current,No,LC,2.668,No
Thamnophilus_nigriceps,Thamnophilus_nigriceps,Extant,Current,Current,No,LC,3.205,No
Thamnophilus_praecox,Thamnophilus_praecox,Extant,Current,Current,No,NT,3.022,No
Thamnophilus_nigrocinereus,Thamnophilus_nigrocinereus,Extant,Current,Current,No,NT,3.629,No
Thamnophilus_cryptoleucus,Thamnophilus_cryptoleucus,Extant,Current,Current,No,NT,3.079,No
Thamnophilus_caerulescens,Thamnophilus_caerulescens,Extant,Current,Current,No,LC,3.679,No
Thamnophilus_unicolor,Thamnophilus_unicolor,Extant,Current,Current,No,LC,3.278,No
Thamnophilus_aroyae,Thamnophilus_aroyae,Extant,Current,Current,No,LC,3.088,No
Thamnophilus_aethiops,Thamnophilus_aethiops,Extant,Current,Current,No,LC,3.535,No
Thamnophilus_stictocephalus,Thamnophilus_stictocephalus,Extant,Current,Current,No,LC,3.175,No
Thamnophilus_punctatus,Thamnophilus_punctatus,Extant,Current,Current,No,LC,3.49,No
Thamnophilus_ambiguus,Thamnophilus_ambiguus,Extant,Current,Current,No,LC,3.144,No
Thamnophilus_sticturus,Thamnophilus_sticturus,Extant,Current,Current,No,LC,3.029,No
Thamnophilus_pelzelni,Thamnophilus_pelzelni,Extant,Current,Current,No,LC,3.128,No
Sakesphorus_melanonotus,Thamnophilus_melanonotus,Extant,Current,Current,No,LC,3.53,No
Thamnophilus_amazonicus,Thamnophilus_amazonicus,Extant,Current,Current,No,LC,3.211,No
Sakesphorus_melanothorax,Thamnophilus_melanothorax,Extant,Current,Current,No,LC,3.297,No
Thamnophilus_insignis,Thamnophilus_insignis,Extant,Current,Current,No,LC,3.268,No
Thamnophilus_murinus,Thamnophilus_murinus,Extant,Current,Current,No,LC,3.229,No
Biatas_nigropectus,Biatas_nigropectus,Extant,Current,Current,No,VU,3.2,No
Thamnophilus_schistaceus,Thamnophilus_schistaceus,Extant,Current,Current,No,LC,3.256,No
Sakesphorus_bernardi,Multiple,Extant,Current,Current,No,LC,3.504,No
Thamnophilus_atrinucha,Thamnophilus_atrinucha,Extant,Current,Current,No,LC,3.483,No
Thamnophilus_bridgesi,Thamnophilus_bridgesi,Extant,Current,Current,No,LC,3.401,No
Thamnophilus_doliatus,Thamnophilus_doliatus,Extant,Current,Current,No,LC,3.565,No
Thamnophilus_ruficapillus,Multiple,Extant,Current,Current,No,LC,3.3685,No
Thamnophilus_torquatus,Thamnophilus_torquatus,Extant,Current,Current,No,LC,3.132,No
Thamnophilus_divisorius,Thamnophilus_divisorius,Extant,Current,Current,No,LC,3.194,No
Thamnophilus_zarumae,Thamnophilus_zarumae,Extant,Current,Current,No,LC,3.224,No
Thamnophilus_multistriatus,Thamnophilus_multistriatus,Extant,Current,Current,No,LC,3.316,No
Thamnophilus_palliatus,Thamnophilus_palliatus,Extant,Current,Current,No,LC,3.476,No
Thamnophilus_tenuepunctatus,Thamnophilus_tenuepunctatus,Extant,Current,Current,No,VU,3.252,No
Dysithamnus_mentalis,Dysithamnus_mentalis,Extant,Current,Current,No,LC,2.97,No
Dysithamnus_plumbeus,Dysithamnus_plumbeus,Extant,Current,Current,No,VU,3.173,No
Dysithamnus_occidentalis,Dysithamnus_occidentalis,Extant,Current,Current,No,VU,2.76,No
Dysithamnus_striaticeps,Dysithamnus_striaticeps,Extant,Current,Current,No,LC,2.787,No
Herpsilochmus_sellowi,Herpsilochmus_sellowi,Extant,Current,Current,No,LC,2.197,No
Herpsilochmus_pileatus,Herpsilochmus_pileatus,Extant,Current,Current,No,VU,2.238,No
Herpsilochmus_parkeri,Herpsilochmus_parkeri,Extant,Current,Current,No,EN,2.402,No
Herpsilochmus_motacilloides,Herpsilochmus_motacilloides,Extant,Current,Current,No,NT,2.407,No
Herpsilochmus_atricapillus,Herpsilochmus_atricapillus,Extant,Current,Current,No,LC,2.283,No
Herpsilochmus_stictocephalus,Herpsilochmus_stictocephalus,Extant,Current,Current,No,LC,2.295,No
Herpsilochmus_dorsimaculatus,Herpsilochmus_dorsimaculatus,Extant,Current,Current,No,LC,2.359,No
Herpsilochmus_pectoralis,Herpsilochmus_pectoralis,Extant,Current,Current,No,VU,2.36,No
Herpsilochmus_rufimarginatus,Multiple,Extant,Current,Current,No,LC,2.534,No
Herpsilochmus_roraimae,Herpsilochmus_roraimae,Extant,Current,Current,No,LC,2.385,No
Herpsilochmus_dugandi,Herpsilochmus_dugandi,Extant,Current,Current,No,LC,2.376,No
Herpsilochmus_axillaris,Herpsilochmus_axillaris,Extant,Current,Current,No,VU,2.398,No
Herpsilochmus_gentryi,Herpsilochmus_gentryi,Extant,Current,Current,No,LC,2.379,No
Herpsilochmus_sticturus,Herpsilochmus_sticturus,Extant,Current,Current,No,LC,2.326,No
Herpsilochmus_longirostris,Herpsilochmus_longirostris,Extant,Current,Current,No,LC,2.392,No
Dysithamnus_puncticeps,Dysithamnus_puncticeps,Extant,Current,Current,No,LC,2.911,No
Dysithamnus_stictothorax,Dysithamnus_stictothorax,Extant,Current,Current,No,NT,2.602,No
Dysithamnus_xanthopterus,Dysithamnus_xanthopterus,Extant,Current,Current,No,LC,3.022,No
Dysithamnus_leucostictus,Dysithamnus_leucostictus,Extant,Current,Current,No,LC,2.879,No
Megastictus_margaritatus,Megastictus_margaritatus,Extant,Current,Current,No,LC,2.998,No
Mackenziaena_leachii,Mackenziaena_leachii,Extant,Current,Current,No,LC,3.596,No
Mackenziaena_severa,Mackenziaena_severa,Extant,Current,Current,No,LC,3.343,No
Frederickena_viridis,Frederickena_viridis,Extant,Current,Current,No,LC,4.068,No
Frederickena_unduligera,Frederickena_unduliger,Extant,Current,Current,No,LC,3.811,No
Hypoedaleus_guttatus,Hypoedaleus_guttatus,Extant,Current,Current,No,LC,3.09,No
Batara_cinerea,Batara_cinerea,Extant,Current,Current,No,LC,4.503,No
Taraba_major,Taraba_major,Extant,Current,Current,No,LC,3.594,No
Cymbilaimus_lineatus,Cymbilaimus_lineatus,Extant,Current,Current,No,LC,3.444,No
Cymbilaimus_sanctaemariae,Cymbilaimus_sanctaemariae,Extant,Current,Current,No,LC,3.009,No
Myrmotherula_luctuosa,Myrmotherula_luctuosa,Extant,Current,Current,No,LC,3.435,No
Dichrozona_cincta,Dichrozona_cincta,Extant,Current,Current,No,LC,2.652,No
Myrmotherula_hauxwelli,Isleria_hauxwelli,Extant,Current,Current,No,LC,3.344,No
Thamnomanes_schistogynus,Thamnomanes_schistogynus,Extant,Current,Current,No,LC,3.498,No
Thamnomanes_caesius,Thamnomanes_caesius,Extant,Current,Current,No,LC,3.065,No
Thamnomanes_saturninus,Thamnomanes_saturninus,Extant,Current,Current,No,LC,3.036,No
Thamnomanes_ardesiacus,Thamnomanes_ardesiacus,Extant,Current,Current,No,LC,3.13,No
Cercomacra_nigrescens,Multiple,Extant,Current,Current,No,LC,3.402,No
Cercomacra_serva,Cercomacroides_serva,Extant,Current,Current,No,LC,2.637,No
Cercomacra_tyrannina,Cercomacroides_tyrannina,Extant,Current,Current,No,LC,3.214,No
Cercomacra_parkeri,Cercomacroides_parkeri,Extant,Current,Current,No,LC,2.892,No
Cercomacra_laeta,Cercomacroides_laeta,Extant,Current,Current,No,LC,3.018,No
Cercomacra_nigricans,Cercomacra_nigricans,Extant,Current,Current,No,LC,2.889,No
Cercomacra_cinerascens,Cercomacra_cinerascens,Extant,Current,Current,No,LC,2.51,No
Cercomacra_carbonaria,Cercomacra_carbonaria,Extant,Current,Current,No,CR,2.316,No
Cercomacra_melanaria,Cercomacra_melanaria,Extant,Current,Current,No,LC,3.055,No
Cercomacra_brasiliana,Cercomacra_brasiliana,Extant,Current,Current,No,NT,2.592,No
Cercomacra_manu,Cercomacra_manu,Extant,Current,Current,No,LC,2.435,No
Cercomacra_ferdinandi,Cercomacra_ferdinandi,Extant,Current,Current,No,NT,2.346,No
Myrmeciza_castanea,Sciaphylax_castanea,Extant,Current,Current,No,LC,2.67,No
Myrmeciza_hemimelaena,Sciaphylax_hemimelaena,Extant,Current,Current,No,LC,2.87,No
Hypocnemis_peruviana,Hypocnemis_peruviana,Extant,Current,Current,No,LC,2.433,No
Hypocnemis_striata,Hypocnemis_striata,Extant,Current,Current,No,LC,2.43,No
Hypocnemis_hypoxantha,Hypocnemis_hypoxantha,Extant,Current,Current,No,LC,2.419,No
Hypocnemis_flavescens,Hypocnemis_flavescens,Extant,Current,Current,No,LC,2.45,No
Hypocnemis_ochrogyna,Hypocnemis_ochrogyna,Extant,Current,Current,No,VU,2.394,No
Hypocnemis_subflava,Hypocnemis_subflava,Extant,Current,Current,No,LC,2.391,No
Hypocnemis_cantator,Multiple,Extant,Current,Current,No,LC,2.583,No
Drymophila_genei,Drymophila_genei,Extant,Current,Current,No,LC,2.298,No
Drymophila_ferruginea,Drymophila_ferruginea,Extant,Current,Current,No,LC,2.28,No
Drymophila_rubricollis,Drymophila_rubricollis,Extant,Current,Current,No,LC,2.233,No
Drymophila_ochropyga,Drymophila_ochropyga,Extant,Current,Current,No,NT,2.272,No
Drymophila_devillei,Drymophila_devillei,Extant,Current,Current,No,LC,2.33,No
Drymophila_malura,Drymophila_malura,Extant,Current,Current,No,LC,2.418,No
Drymophila_caudata,Multiple,Extant,Current,Current,No,LC,2.534,No
Drymophila_squamata,Drymophila_squamata,Extant,Current,Current,No,LC,2.661,No
Willisornis_poecilinotus,Multiple,Extant,Current,Current,No,LC,2.399,No
Phaenostictus_mcleannani,Phaenostictus_mcleannani,Extant,Current,Current,No,LC,3.912,No
Pithys_castaneus,Pithys_castaneus,Extant,Current,Current,No,NT,3.531,No
Pithys_albifrons,Pithys_albifrons,Extant,Current,Current,No,LC,3.64,No
Rhegmatorhina_berlepschi,Rhegmatorhina_berlepschi,Extant,Current,Current,No,LC,3.179,No
Rhegmatorhina_melanosticta,Rhegmatorhina_melanosticta,Extant,Current,Current,No,LC,3.354,No
Rhegmatorhina_hoffmannsi,Rhegmatorhina_hoffmannsi,Extant,Current,Current,No,LC,3.068,No
Rhegmatorhina_gymnops,Rhegmatorhina_gymnops,Extant,Current,Current,No,VU,2.948,No
Rhegmatorhina_cristata,Rhegmatorhina_cristata,Extant,Current,Current,No,LC,3.201,No
Gymnopithys_leucaspis,Multiple,Extant,Current,Current,No,LC,2.676,No
Gymnopithys_rufigula,Gymnopithys_rufigula,Extant,Current,Current,No,LC,2.909,No
Gymnopithys_salvini,Oneillornis_salvini,Extant,Current,Current,No,LC,3.243,No
Gymnopithys_lunulatus,Oneillornis_lunulatus,Extant,Current,Current,No,LC,2.866,No
Phlegopsis_erythroptera,Phlegopsis_erythroptera,Extant,Current,Current,No,LC,3.027,No
Phlegopsis_nigromaculata,Phlegopsis_nigromaculata,Extant,Current,Current,No,LC,3.216,No
Skutchia_borbae,Phlegopsis_borbae,Extant,Current,Current,No,LC,2.91,No
Myrmeciza_longipes,Myrmeciza_longipes,Extant,Current,Current,No,LC,3.288,No
Percnostola_arenarum,Percnostola_arenarum,Extant,Current,Current,No,VU,2.844,No
Percnostola_rufifrons,Percnostola_rufifrons,Extant,Current,Current,No,LC,3.36,No
Percnostola_lophotes,Myrmoborus_lophotes,Extant,Current,Current,No,LC,2.768,No
Pyriglena_leucoptera,Pyriglena_leucoptera,Extant,Current,Current,No,LC,3.396,No
Pyriglena_leuconota,Pyriglena_leuconota,Extant,Current,Current,No,LC,3.658,No
Pyriglena_atra,Pyriglena_atra,Extant,Current,Current,No,EN,3.06,No
Gymnocichla_nudiceps,Gymnocichla_nudiceps,Extant,Current,Current,No,LC,3.344,No
Rhopornis_ardesiacus,Rhopornis_ardesiacus,Extant,Current,Current,No,EN,2.935,No
Myrmeciza_melanoceps,Akletos_melanoceps,Extant,Current,Current,No,LC,3.49,No
Myrmeciza_goeldii,Akletos_goeldii,Extant,Current,Current,No,LC,3.716,No
Myrmeciza_immaculata,Multiple,Extant,Current,Current,No,LC,2.534,No
Myrmeciza_fortis,Hafferia_fortis,Extant,Current,Current,No,LC,3.713,No
Myrmoborus_melanurus,Myrmoborus_melanurus,Extant,Current,Current,No,VU,2.338,No
Myrmoborus_leucophrys,Myrmoborus_leucophrys,Extant,Current,Current,No,LC,2.835,No
Myrmoborus_lugubris,Myrmoborus_lugubris,Extant,Current,Current,No,VU,2.621,No
Myrmoborus_myotherinus,Myrmoborus_myotherinus,Extant,Current,Current,No,LC,2.761,No
Myrmeciza_squamosa,Myrmoderus_squamosus,Extant,Current,Current,No,LC,2.592,No
Myrmeciza_loricata,Myrmoderus_loricatus,Extant,Current,Current,No,LC,3.328,No
Myrmeciza_ferruginea,Multiple,Extant,Current,Current,No,LC,3.247,No
Hylophylax_punctulatus,Hylophylax_punctulatus,Extant,Current,Current,No,LC,3.033,No
Hylophylax_naevioides,Hylophylax_naevioides,Extant,Current,Current,No,LC,3.475,No
Hylophylax_naevius,Hylophylax_naevius,Extant,Current,Current,No,LC,3.893,No
Hypocnemoides_maculicauda,Hypocnemoides_maculicauda,Extant,Current,Current,No,LC,2.183,No
Hypocnemoides_melanopogon,Hypocnemoides_melanopogon,Extant,Current,Current,No,LC,2.802,No
Myrmeciza_nigricauda,Sipia_nigricauda,Extant,Current,Current,No,LC,2.883,No
Myrmeciza_berlepschi,Sipia_berlepschi,Extant,Current,Current,No,LC,2.983,No
Myrmeciza_laemosticta,Multiple,Extant,Current,Current,No,LC,2.8775,No
Myrmeciza_griseiceps,Ampelornis_griseiceps,Extant,Current,Current,No,VU,2.529,No
Myrmeciza_exsul,Multiple,Extant,Current,Current,No,LC,2.553,No
Schistocichla_rufifacies,Myrmelastes_rufifacies,Extant,Current,Current,No,LC,2.583,No
Schistocichla_caurensis,Myrmelastes_caurensis,Extant,Current,Current,No,LC,3.169,No
Schistocichla_brunneiceps,Myrmelastes_brunneiceps,Extant,Current,Current,No,LC,2.534,No
Schistocichla_humaythae,Myrmelastes_humaythae,Extant,Current,Current,No,LC,2.581,No
Myrmeciza_hyperythra,Myrmelastes_hyperythrus,Extant,Current,Current,No,LC,3.399,No
Schistocichla_leucostigma,Myrmelastes_leucostigma,Extant,Current,Current,No,LC,2.613,No
Schistocichla_saturata,Myrmelastes_saturatus,Extant,Current,Current,No,LC,2.834,No
Schistocichla_schistacea,Myrmelastes_schistaceus,Extant,Current,Current,No,LC,2.601,No
Sclateria_naevia,Sclateria_naevia,Extant,Current,Current,No,LC,3.211,No
Myrmotherula_snowi,Myrmotherula_snowi,Extant,Current,Current,No,CR,2.676,No
Stymphalornis_acutirostris,Multiple,Extant,Current,Current,No,NT,3.766,No
Myrmeciza_ruficauda,Myrmoderus_ruficauda,Extant,Current,Current,No,EN,3.328,No
Myrmeciza_atrothorax,Myrmophylax_atrothorax,Extant,Current,Current,No,LC,2.414,No
Myrmotherula_guttata,Isleria_guttata,Extant,Current,Current,No,LC,2.957,No
Myrmotherula_minor,Myrmotherula_minor,Extant,Current,Current,No,VU,2.218,No
Myrmeciza_pelzelni,Ammonastes_pelzelni,Extant,Current,Current,No,LC,2.731,No
Neoctantes_niger,Neoctantes_niger,Extant,Current,Current,No,LC,2.843,No
Myrmotherula_sunensis,Myrmotherula_sunensis,Extant,Current,Current,No,LC,2.681,No
Epinecrophylla_fulviventris,Epinecrophylla_fulviventris,Extant,Current,Current,No,LC,2.826,No
Myrmotherula_fluminensis,Myrmotherula_axillaris,Extant,Current,Current,No,LC,2.963,No
Epinecrophylla_leucophthalma,Epinecrophylla_leucophthalma,Extant,Current,Current,No,LC,2.65,No
Epinecrophylla_erythrura,Epinecrophylla_erythrura,Extant,Current,Current,No,LC,2.755,No
Myrmotherula_gutturalis,Epinecrophylla_gutturalis,Extant,Current,Current,No,NT,3.489,No
Epinecrophylla_fjeldsaai,Epinecrophylla_haematonota,Extant,Current,Current,No,LC,2.677,No
Myrmotherula_unicolor,Myrmotherula_unicolor,Extant,Current,Current,No,NT,2.795,No
Epinecrophylla_haematonota,Multiple,Extant,Current,Current,No,LC,2.971,No
Epinecrophylla_spodionota,Epinecrophylla_spodionota,Extant,Current,Current,No,LC,2.714,No
Myrmotherula_urosticta,Myrmotherula_urosticta,Extant,Current,Current,No,VU,2.596,No
Epinecrophylla_ornata,Multiple,Extant,Current,Current,No,LC,2.8505,No
Myrmorchilus_strigilatus,Myrmorchilus_strigilatus,Extant,Current,Current,No,LC,3.17,No
Myrmotherula_gularis,Rhopias_gularis,Extant,Current,Current,No,LC,2.02,No
Myrmeciza_disjuncta,Aprositornis_disjuncta,Extant,Current,Current,No,LC,2.542,No
Microrhopias_quixensis,Microrhopias_quixensis,Extant,Current,Current,No,LC,2.423,No
Clytoctantes_alixii,Clytoctantes_alixii,Extant,Current,Current,No,EN,3.079,No
Clytoctantes_atrogularis,Clytoctantes_atrogularis,Extant,Current,Current,No,VU,3.069,No
Terenura_sicki,Terenura_sicki,Extant,Current,Current,No,CR,2.049,No
Terenura_humeralis,Euchrepomis_humeralis,Extant,Current,Current,No,LC,2.197,No
Terenura_sharpei,Euchrepomis_sharpei,Extant,Current,Current,No,EN,2.166,No
Terenura_maculata,Terenura_maculata,Extant,Current,Current,No,LC,2.065,No
Terenura_callinota,Euchrepomis_callinota,Extant,Current,Current,No,LC,2.116,No
Terenura_spodioptila,Euchrepomis_spodioptila,Extant,Current,Current,No,LC,2.088,No
Pittasoma_rufopileatum,Pittasoma_rufopileatum,Extant,Current,Current,No,NT,4.041,No
Pittasoma_michleri,Pittasoma_michleri,Extant,Current,Current,No,LC,4.464,No
Conopophaga_aurita,Multiple,Extant,Current,Current,No,LC,2.439,No
Conopophaga_melanops,Conopophaga_melanops,Extant,Current,Current,No,LC,2.723,No
Conopophaga_lineata,Conopophaga_lineata,Extant,Current,Current,No,LC,2.99,No
Conopophaga_peruviana,Conopophaga_peruviana,Extant,Current,Current,No,LC,2.567,No
Conopophaga_melanogaster,Conopophaga_melanogaster,Extant,Current,Current,No,LC,2.825,No
Conopophaga_ardesiaca,Conopophaga_ardesiaca,Extant,Current,Current,No,LC,2.58,No
Conopophaga_cearae,Conopophaga_cearae,Extant,Current,Current,No,NT,2.033,No
Conopophaga_roberti,Conopophaga_roberti,Extant,Current,Current,No,LC,2.535,No
Conopophaga_castaneiceps,Conopophaga_castaneiceps,Extant,Current,Current,No,LC,2.656,No
Melanopareia_maximiliani,Melanopareia_maximiliani,Extant,Current,Current,No,LC,2.579,No
Melanopareia_torquata,Melanopareia_torquata,Extant,Current,Current,No,LC,2.626,No
Melanopareia_elegans,Melanopareia_elegans,Extant,Current,Current,No,LC,2.661,No
Melanopareia_maranonica,Melanopareia_maranonica,Extant,Current,Current,No,LC,2.836,No
Sittasomus_griseicapillus,Multiple,Extant,Current,Current,No,LC,2.534,No
Deconychura_stictolaema,Certhiasomus_stictolaemus,Extant,Current,Current,No,LC,2.735,No
Deconychura_longicauda,Multiple,Extant,Current,Current,No,LC,2.534,No
Dendrocincla_homochroa,Dendrocincla_homochroa,Extant,Current,Current,No,LC,3.459,No
Dendrocincla_anabatina,Dendrocincla_anabatina,Extant,Current,Current,No,LC,3.548,No
Dendrocincla_fuliginosa,Dendrocincla_fuliginosa,Extant,Current,Current,No,LC,3.843,No
Dendrocincla_merula,Dendrocincla_merula,Extant,Current,Current,No,LC,3.452,No
Dendrocincla_tyrannina,Dendrocincla_tyrannina,Extant,Current,Current,No,LC,3.798,No
Dendrocincla_turdina,Dendrocincla_turdina,Extant,Current,Current,No,LC,3.472,No
Xiphorhynchus_lachrymosus,Xiphorhynchus_lachrymosus,Extant,Current,Current,No,LC,3.606,No
Xiphorhynchus_flavigaster,Xiphorhynchus_flavigaster,Extant,Current,Current,No,LC,3.382,No
Xiphorhynchus_guttatus,Multiple,Extant,Current,Current,No,LC,2.9355,No
Xiphorhynchus_susurrans,Xiphorhynchus_susurrans,Extant,Current,Current,No,LC,3.635,No
Xiphorhynchus_triangularis,Xiphorhynchus_triangularis,Extant,Current,Current,No,LC,3.329,No
