Order,Family,Genus,species,status,IslandEndemic,GenLength,IslandEndemic2
Accipitriformes,Accipitridae,Accipiter,Accipiter_albogularis,LC,Yes,4.557,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_badius,LC,No,3.541,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_bicolor,LC,No,4.851,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_brachyurus,VU,Yes,3.945,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_brevipes,LC,No,3.888,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_butleri,VU,Yes,4.903,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_castanilius,LC,No,3.805,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_cirrocephalus,LC,No,3.764,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_collaris,LC,No,4.862,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_cooperii,LC,No,5.552,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_erythrauchen,NT,Yes,4.16,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_erythropus,LC,No,3.99,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_fasciatus,LC,No,5.133,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_francesiae,LC,Yes,3.943,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_gentilis,LC,No,7.484,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_griseiceps,LC,Yes,4.635,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_gularis,LC,No,3.719,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_gundlachi,EN,Yes,5.292,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_haplochrous,NT,Yes,4.191,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_henicogrammus,NT,Yes,4.879,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_henstii,VU,Yes,6.932,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_hiogaster,LC,No,3.666,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_imitator,VU,Yes,4.478,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_luteoschistaceus,VU,Yes,4.358,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_madagascariensis,NT,Yes,4.112,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_melanochlamys,LC,No,4.64,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_melanoleucus,LC,No,6.269,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_meyerianus,LC,No,5.721,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_minullus,LC,No,3.815,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_nanus,NT,Yes,4.711,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_nisus,LC,No,5.537,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_novaehollandiae,LC,No,5.038,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_ovampensis,LC,No,4.102,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_poliocephalus,LC,No,5.331,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_poliogaster,NT,No,6.461,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_princeps,VU,Yes,4.747,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_rhodogaster,LC,Yes,4.23,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_rufitorques,LC,Yes,4.468,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_rufiventris,LC,No,4.115,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_soloensis,LC,No,4.012,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_striatus,LC,No,5.473,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_superciliosus,LC,No,3.909,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_sylvestris,LC,Yes,4.466,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_tachiro,LC,No,5.194,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_toussenelii,LC,No,4.204,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_trinotatus,LC,Yes,3.996,Yes
Accipitriformes,Accipitridae,Accipiter,Accipiter_trivirgatus,LC,No,5.017,No
Accipitriformes,Accipitridae,Accipiter,Accipiter_virgatus,LC,No,3.457,No
Accipitriformes,Accipitridae,Aegypius,Aegypius_monachus,NT,No,14.207,No
Accipitriformes,Accipitridae,Aquila,Aquila_adalberti,VU,No,17.393,No
Accipitriformes,Accipitridae,Aquila,Aquila_africana,LC,No,9.497,No
Accipitriformes,Accipitridae,Aquila,Aquila_audax,LC,No,15.542,No
Accipitriformes,Accipitridae,Aquila,Aquila_chrysaetos,LC,No,16.255,No
Accipitriformes,Accipitridae,Aquila,Aquila_fasciata,LC,No,11.337,No
Accipitriformes,Accipitridae,Aquila,Aquila_gurneyi,NT,No,13.514,No
Accipitriformes,Accipitridae,Aquila,Aquila_heliaca,VU,No,16.636,No
Accipitriformes,Accipitridae,Aquila,Aquila_nipalensis,EN,No,12.904,No
Accipitriformes,Accipitridae,Aquila,Aquila_rapax,VU,No,12.697,No
Accipitriformes,Accipitridae,Aquila,Aquila_spilogaster,LC,No,9.851,No
Accipitriformes,Accipitridae,Aquila,Aquila_verreauxii,LC,No,16.078,No
Accipitriformes,Accipitridae,Aviceda,Aviceda_cuculoides,LC,No,5.102,No
Accipitriformes,Accipitridae,Aviceda,Aviceda_jerdoni,LC,No,5.531,No
Accipitriformes,Accipitridae,Aviceda,Aviceda_leuphotes,LC,No,4.617,No
Accipitriformes,Accipitridae,Aviceda,Aviceda_madagascariensis,LC,Yes,5.074,Yes
Accipitriformes,Accipitridae,Aviceda,Aviceda_subcristata,LC,No,5.69,No
Accipitriformes,Accipitridae,Busarellus,Busarellus_nigricollis,LC,No,7.499,No
Accipitriformes,Accipitridae,Butastur,Butastur_indicus,LC,No,4.659,No
Accipitriformes,Accipitridae,Butastur,Butastur_liventer,LC,No,4.676,No
Accipitriformes,Accipitridae,Butastur,Butastur_rufipennis,LC,No,4.855,No
Accipitriformes,Accipitridae,Butastur,Butastur_teesa,LC,No,4.441,No
Accipitriformes,Accipitridae,Buteo,Buteo_albigula,LC,No,6.366,No
Accipitriformes,Accipitridae,Buteo,Buteo_albonotatus,LC,No,6.689,No
Accipitriformes,Accipitridae,Buteo,Buteo_augur,LC,No,8.203,No
Accipitriformes,Accipitridae,Buteo,Buteo_auguralis,LC,No,6.125,No
Accipitriformes,Accipitridae,Buteo,Buteo_brachypterus,LC,Yes,6.563,Yes
Accipitriformes,Accipitridae,Buteo,Buteo_brachyurus,LC,No,6.41,No
Accipitriformes,Accipitridae,Buteo,Buteo_buteo,LC,No,9.449,No
Accipitriformes,Accipitridae,Buteo,Buteo_galapagoensis,VU,Yes,8.767,Yes
Accipitriformes,Accipitridae,Buteo,Buteo_hemilasius,LC,No,7.159,No
Accipitriformes,Accipitridae,Buteo,Buteo_jamaicensis,LC,No,9.189,No
Accipitriformes,Accipitridae,Buteo,Buteo_japonicus,LC,No,6.919,No
Accipitriformes,Accipitridae,Buteo,Buteo_lagopus,LC,No,7.36,No
Accipitriformes,Accipitridae,Buteo,Buteo_lineatus,LC,No,5.553,No
Accipitriformes,Accipitridae,Buteo,Buteo_nitidus,LC,No,6.158,No
Accipitriformes,Accipitridae,Buteo,Buteo_oreophilus,NT,No,6.489,No
Accipitriformes,Accipitridae,Buteo,Buteo_plagiatus,LC,No,5.921,No
Accipitriformes,Accipitridae,Buteo,Buteo_platypterus,LC,No,5.77,No
Accipitriformes,Accipitridae,Buteo,Buteo_refectus,LC,No,6.919,No
Accipitriformes,Accipitridae,Buteo,Buteo_regalis,LC,No,6.86,No
Accipitriformes,Accipitridae,Buteo,Buteo_ridgwayi,CR,Yes,7.325,Yes
Accipitriformes,Accipitridae,Buteo,Buteo_rufinus,LC,No,6.808,No
Accipitriformes,Accipitridae,Buteo,Buteo_rufofuscus,LC,No,8.657,No
Accipitriformes,Accipitridae,Buteo,Buteo_socotraensis,VU,Yes,4.17,Yes
Accipitriformes,Accipitridae,Buteo,Buteo_solitarius,NT,Yes,8.427,Yes
Accipitriformes,Accipitridae,Buteo,Buteo_swainsoni,LC,No,8.447,No
Accipitriformes,Accipitridae,Buteo,Buteo_trizonatus,NT,No,6.296,No
Accipitriformes,Accipitridae,Buteo,Buteo_ventralis,VU,No,8.118,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_aequinoctialis,NT,No,6.378,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_anthracinus,LC,No,6.337,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_coronatus,EN,No,4.942,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_gundlachii,NT,Yes,5.504,Yes
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_lacernulatus,VU,No,5.435,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_meridionalis,LC,No,6.734,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_schistaceus,LC,No,4.942,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_solitarius,NT,No,9.17,No
Accipitriformes,Accipitridae,Buteogallus,Buteogallus_urubitinga,LC,No,7.105,No
Accipitriformes,Accipitridae,Chelictinia,Chelictinia_riocourii,VU,No,3.387,No
Accipitriformes,Accipitridae,Chondrohierax,Chondrohierax_uncinatus,LC,No,5.812,No
Accipitriformes,Accipitridae,Chondrohierax,Chondrohierax_wilsonii,CR,Yes,5.963,Yes
Accipitriformes,Accipitridae,Circaetus,Circaetus_beaudouini,VU,No,8.046,No
Accipitriformes,Accipitridae,Circaetus,Circaetus_cinerascens,LC,No,7.229,No
Accipitriformes,Accipitridae,Circaetus,Circaetus_cinereus,LC,No,7.957,No
Accipitriformes,Accipitridae,Circaetus,Circaetus_fasciolatus,NT,No,7.129,No
Accipitriformes,Accipitridae,Circaetus,Circaetus_gallicus,LC,No,8.274,No
Accipitriformes,Accipitridae,Circaetus,Circaetus_pectoralis,LC,No,8.015,No
Accipitriformes,Accipitridae,Circus,Circus_aeruginosus,LC,No,6.714,No
Accipitriformes,Accipitridae,Circus,Circus_approximans,LC,No,7.088,No
Accipitriformes,Accipitridae,Circus,Circus_assimilis,LC,No,6.527,No
Accipitriformes,Accipitridae,Circus,Circus_buffoni,LC,No,5.74,No
Accipitriformes,Accipitridae,Circus,Circus_cinereus,LC,No,5.231,No
Accipitriformes,Accipitridae,Circus,Circus_cyaneus,LC,No,5.941,No
Accipitriformes,Accipitridae,Circus,Circus_hudsonius,LC,No,4.472,No
Accipitriformes,Accipitridae,Circus,Circus_macrosceles,EN,Yes,7.893,Yes
Accipitriformes,Accipitridae,Circus,Circus_macrourus,NT,No,5.657,No
Accipitriformes,Accipitridae,Circus,Circus_maillardi,EN,Yes,6.843,Yes
Accipitriformes,Accipitridae,Circus,Circus_maurus,EN,No,5.867,No
Accipitriformes,Accipitridae,Circus,Circus_melanoleucos,LC,No,4.779,No
Accipitriformes,Accipitridae,Circus,Circus_pygargus,LC,No,5.741,No
Accipitriformes,Accipitridae,Circus,Circus_ranivorus,LC,No,5.63,No
Accipitriformes,Accipitridae,Circus,Circus_spilonotus,LC,No,6.347,No
Accipitriformes,Accipitridae,Circus,Circus_spilothorax,LC,No,5.124,No
Accipitriformes,Accipitridae,Clanga,Clanga_clanga,VU,No,9.625,No
Accipitriformes,Accipitridae,Clanga,Clanga_hastata,VU,No,9.194,No
Accipitriformes,Accipitridae,Clanga,Clanga_pomarina,LC,No,8.82,No
Accipitriformes,Accipitridae,Cryptoleucopteryx,Cryptoleucopteryx_plumbea,NT,No,5.857,No
Accipitriformes,Accipitridae,Dryotriorchis,Dryotriorchis_spectabilis,LC,No,5.842,No
Accipitriformes,Accipitridae,Elanoides,Elanoides_forficatus,LC,No,6.565,No
Accipitriformes,Accipitridae,Elanus,Elanus_axillaris,LC,No,4.134,No
Accipitriformes,Accipitridae,Elanus,Elanus_caeruleus,LC,No,3.755,No
Accipitriformes,Accipitridae,Elanus,Elanus_leucurus,LC,No,4.287,No
Accipitriformes,Accipitridae,Elanus,Elanus_scriptus,NT,No,4.069,No
Accipitriformes,Accipitridae,Erythrotriorchis,Erythrotriorchis_buergersi,DD,No,6.13,No
Accipitriformes,Accipitridae,Erythrotriorchis,Erythrotriorchis_radiatus,NT,No,7.46,No
Accipitriformes,Accipitridae,Eutriorchis,Eutriorchis_astur,EN,Yes,9.247,Yes
Accipitriformes,Accipitridae,Gampsonyx,Gampsonyx_swainsonii,LC,No,3.906,No
Accipitriformes,Accipitridae,Geranoaetus,Geranoaetus_albicaudatus,LC,No,6.561,No
Accipitriformes,Accipitridae,Geranoaetus,Geranoaetus_melanoleucus,LC,No,12.639,No
Accipitriformes,Accipitridae,Geranoaetus,Geranoaetus_polyosoma,LC,No,8.015,No
Accipitriformes,Accipitridae,Geranospiza,Geranospiza_caerulescens,LC,No,5.457,No
Accipitriformes,Accipitridae,Gypaetus,Gypaetus_barbatus,NT,No,16.078,No
Accipitriformes,Accipitridae,Gypohierax,Gypohierax_angolensis,LC,No,9.512,No
Accipitriformes,Accipitridae,Gyps,Gyps_africanus,CR,No,11.793,No
Accipitriformes,Accipitridae,Gyps,Gyps_bengalensis,CR,No,11.249,No
Accipitriformes,Accipitridae,Gyps,Gyps_coprotheres,VU,No,12.865,No
Accipitriformes,Accipitridae,Gyps,Gyps_fulvus,LC,No,16.989,No
Accipitriformes,Accipitridae,Gyps,Gyps_himalayensis,NT,No,13.212,No
Accipitriformes,Accipitridae,Gyps,Gyps_indicus,CR,No,11.859,No
Accipitriformes,Accipitridae,Gyps,Gyps_rueppelli,CR,No,13.182,No
Accipitriformes,Accipitridae,Gyps,Gyps_tenuirostris,CR,No,11.859,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_albicilla,LC,No,14.451,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_leucocephalus,LC,No,14.194,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_leucogaster,LC,No,10.878,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_leucoryphus,EN,No,10.292,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_pelagicus,VU,No,14.335,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_sanfordi,VU,Yes,10.571,Yes
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_vocifer,LC,No,11.174,No
Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus_vociferoides,CR,Yes,10.973,Yes
Accipitriformes,Accipitridae,Haliastur,Haliastur_indus,LC,No,6.955,No
Accipitriformes,Accipitridae,Haliastur,Haliastur_sphenurus,LC,No,7.649,No
Accipitriformes,Accipitridae,Hamirostra,Hamirostra_melanosternon,LC,No,7.705,No
Accipitriformes,Accipitridae,Harpagus,Harpagus_bidentatus,LC,No,5.161,No
Accipitriformes,Accipitridae,Harpagus,Harpagus_diodon,LC,No,4.985,No
Accipitriformes,Accipitridae,Harpia,Harpia_harpyja,VU,No,10.543,No
Accipitriformes,Accipitridae,Harpyopsis,Harpyopsis_novaeguineae,VU,No,9.876,No
Accipitriformes,Accipitridae,Helicolestes,Helicolestes_hamatus,LC,No,6.091,No
Accipitriformes,Accipitridae,Henicopernis,Henicopernis_infuscatus,VU,Yes,6.307,Yes
Accipitriformes,Accipitridae,Henicopernis,Henicopernis_longicauda,LC,No,5.882,No
Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus_ayresii,LC,No,6.528,No
Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus_morphnoides,LC,No,8.044,No
Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus_pennatus,LC,No,6.276,No
Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus_wahlbergi,LC,No,6.585,No
Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus_weiskei,LC,No,5.945,No
Accipitriformes,Accipitridae,Icthyophaga,Icthyophaga_humilis,NT,No,6.401,No
Accipitriformes,Accipitridae,Icthyophaga,Icthyophaga_ichthyaetus,NT,No,9.491,No
Accipitriformes,Accipitridae,Ictinaetus,Ictinaetus_malaiensis,LC,No,8.157,No
Accipitriformes,Accipitridae,Ictinia,Ictinia_mississippiensis,LC,No,5.088,No
Accipitriformes,Accipitridae,Ictinia,Ictinia_plumbea,LC,No,5.082,No
Accipitriformes,Accipitridae,Kaupifalco,Kaupifalco_monogrammicus,LC,No,4.95,No
Accipitriformes,Accipitridae,Leptodon,Leptodon_cayanensis,LC,No,6.094,No
Accipitriformes,Accipitridae,Leptodon,Leptodon_forbesi,EN,No,5.89,No
Accipitriformes,Accipitridae,Leucopternis,Leucopternis_kuhli,LC,No,5.397,No
Accipitriformes,Accipitridae,Leucopternis,Leucopternis_melanops,LC,No,4.876,No
Accipitriformes,Accipitridae,Leucopternis,Leucopternis_semiplumbeus,LC,No,5.177,No
Accipitriformes,Accipitridae,Lophaetus,Lophaetus_occipitalis,LC,No,7.58,No
Accipitriformes,Accipitridae,Lophoictinia,Lophoictinia_isura,LC,No,6.199,No
Accipitriformes,Accipitridae,Lophotriorchis,Lophotriorchis_kienerii,NT,No,7.683,No
Accipitriformes,Accipitridae,Macheiramphus,Macheiramphus_alcinus,LC,No,8.37,No
Accipitriformes,Accipitridae,Megatriorchis,Megatriorchis_doriae,NT,No,6.761,No
Accipitriformes,Accipitridae,Melierax,Melierax_canorus,LC,No,6.626,No
Accipitriformes,Accipitridae,Melierax,Melierax_metabates,LC,No,6.876,No
Accipitriformes,Accipitridae,Melierax,Melierax_poliopterus,LC,No,6.793,No
Accipitriformes,Accipitridae,Micronisus,Micronisus_gabar,LC,No,4.716,No
Accipitriformes,Accipitridae,Milvus,Milvus_migrans,LC,No,8.218,No
Accipitriformes,Accipitridae,Milvus,Milvus_milvus,LC,No,10.911,No
Accipitriformes,Accipitridae,Morphnarchus,Morphnarchus_princeps,LC,No,6.795,No
Accipitriformes,Accipitridae,Morphnus,Morphnus_guianensis,NT,No,8.144,No
Accipitriformes,Accipitridae,Necrosyrtes,Necrosyrtes_monachus,CR,No,9.305,No
Accipitriformes,Accipitridae,Neophron,Neophron_percnopterus,EN,No,15.129,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_alboniger,LC,No,7.602,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_bartelsi,EN,No,8.727,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_cirrhatus,LC,No,8.814,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_floris,CR,Yes,7.427,Yes
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_lanceolatus,LC,Yes,8.589,Yes
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_nanus,VU,No,6.971,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_nipalensis,NT,No,10.059,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_philippensis,EN,No,6.904,No
Accipitriformes,Accipitridae,Nisaetus,Nisaetus_pinskeri,EN,Yes,7.856,Yes
Accipitriformes,Accipitridae,Parabuteo,Parabuteo_leucorrhous,LC,No,5.42,No
Accipitriformes,Accipitridae,Parabuteo,Parabuteo_unicinctus,LC,No,6.592,No
Accipitriformes,Accipitridae,Pernis,Pernis_apivorus,LC,No,8.221,No
Accipitriformes,Accipitridae,Pernis,Pernis_celebensis,LC,Yes,7.428,Yes
Accipitriformes,Accipitridae,Pernis,Pernis_ptilorhynchus,LC,No,8.854,No
Accipitriformes,Accipitridae,Pernis,Pernis_steerei,LC,No,8.221,No
Accipitriformes,Accipitridae,Pithecophaga,Pithecophaga_jefferyi,CR,Yes,18.977,Yes
Accipitriformes,Accipitridae,Polemaetus,Polemaetus_bellicosus,EN,No,11.058,No
Accipitriformes,Accipitridae,Polyboroides,Polyboroides_radiatus,LC,Yes,6.79,Yes
Accipitriformes,Accipitridae,Polyboroides,Polyboroides_typus,LC,No,6.748,No
Accipitriformes,Accipitridae,Pseudastur,Pseudastur_albicollis,LC,No,7.39,No
Accipitriformes,Accipitridae,Pseudastur,Pseudastur_occidentalis,EN,No,6.315,No
Accipitriformes,Accipitridae,Pseudastur,Pseudastur_polionotus,NT,No,5.945,No
Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus_sociabilis,LC,No,6.95,No
Accipitriformes,Accipitridae,Rupornis,Rupornis_magnirostris,LC,No,5.617,No
Accipitriformes,Accipitridae,Sarcogyps,Sarcogyps_calvus,CR,No,11.536,No
Accipitriformes,Accipitridae,Spilornis,Spilornis_cheela,LC,No,7.182,No
Accipitriformes,Accipitridae,Spilornis,Spilornis_elgini,VU,Yes,6.037,Yes
Accipitriformes,Accipitridae,Spilornis,Spilornis_holospilus,LC,No,7.392,No
Accipitriformes,Accipitridae,Spilornis,Spilornis_kinabaluensis,VU,No,7.901,No
Accipitriformes,Accipitridae,Spilornis,Spilornis_klossi,NT,Yes,6.663,Yes
Accipitriformes,Accipitridae,Spilornis,Spilornis_rufipectus,LC,Yes,6.742,Yes
Accipitriformes,Accipitridae,Spizaetus,Spizaetus_isidori,EN,No,10.274,No
Accipitriformes,Accipitridae,Spizaetus,Spizaetus_melanoleucus,LC,No,6.553,No
Accipitriformes,Accipitridae,Spizaetus,Spizaetus_ornatus,NT,No,8.374,No
Accipitriformes,Accipitridae,Spizaetus,Spizaetus_tyrannus,LC,No,7.996,No
Accipitriformes,Accipitridae,Stephanoaetus,Stephanoaetus_coronatus,NT,No,10.446,No
Accipitriformes,Accipitridae,Terathopius,Terathopius_ecaudatus,EN,No,15.741,No
Accipitriformes,Accipitridae,Torgos,Torgos_tracheliotos,EN,No,13.496,No
Accipitriformes,Accipitridae,Trigonoceps,Trigonoceps_occipitalis,CR,No,10.073,No
Accipitriformes,Accipitridae,Urotriorchis,Urotriorchis_macrourus,LC,No,5.403,No
Accipitriformes,Pandionidae,Pandion,Pandion_haliaetus,LC,No,9.902,No
Accipitriformes,Sagittariidae,Sagittarius,Sagittarius_serpentarius,EN,No,9.454,No
Anseriformes,Anatidae,Aix,Aix_galericulata,LC,No,3.036,No
Anseriformes,Anatidae,Aix,Aix_sponsa,LC,No,4.056,No
Anseriformes,Anatidae,Alopochen,Alopochen_aegyptiaca,LC,No,6.553,No
Anseriformes,Anatidae,Amazonetta,Amazonetta_brasiliensis,LC,No,3.88,No
Anseriformes,Anatidae,Anas,Anas_acuta,LC,No,4.948,No
Anseriformes,Anatidae,Anas,Anas_albogularis,VU,Yes,3.987,Yes
Anseriformes,Anatidae,Anas,Anas_andium,LC,No,2.818,No
Anseriformes,Anatidae,Tachyeres,Tachyeres_leucocephalus,VU,No,7.998,No
Anseriformes,Anatidae,Anas,Anas_bahamensis,LC,No,3.551,No
Anseriformes,Anatidae,Anas,Anas_bernieri,EN,Yes,3.877,Yes
Anseriformes,Anatidae,Anas,Anas_capensis,LC,No,3.276,No
Anseriformes,Anatidae,Anas,Anas_castanea,LC,No,3.814,No
Anseriformes,Anatidae,Anas,Anas_chlorotis,NT,Yes,5.028,Yes
Anseriformes,Anatidae,Anas,Anas_crecca,LC,No,3.878,No
Anseriformes,Anatidae,Anas,Anas_eatoni,VU,Yes,3.991,Yes
Anseriformes,Anatidae,Anas,Anas_erythrorhyncha,LC,No,3.221,No
Anseriformes,Anatidae,Anas,Anas_flavirostris,LC,No,3.677,No
Anseriformes,Anatidae,Anas,Anas_fulvigula,LC,No,4.552,No
Anseriformes,Anatidae,Anas,Anas_georgica,LC,No,4.214,No
Anseriformes,Anatidae,Anas,Anas_gibberifrons,NT,No,3.264,No
Anseriformes,Anatidae,Anas,Anas_gracilis,LC,No,5.582,No
Anseriformes,Anatidae,Anas,Anas_laysanensis,CR,Yes,4.255,Yes
Anseriformes,Anatidae,Anas,Anas_luzonica,VU,No,3.391,No
Anseriformes,Anatidae,Anas,Anas_melleri,EN,Yes,3.882,Yes
Anseriformes,Anatidae,Tachyeres,Tachyeres_pteneres,LC,No,7.029,No
Anseriformes,Anatidae,Anas,Anas_platyrhynchos,LC,No,4.781,No
Anseriformes,Anatidae,Anas,Anas_poecilorhyncha,LC,No,3.82,No
Anseriformes,Anatidae,Anas,Anas_rubripes,LC,No,4.821,No
Anseriformes,Anatidae,Anas,Anas_sparsa,LC,No,5.452,No
Anseriformes,Anatidae,Anas,Anas_superciliosa,LC,No,4.943,No
Anseriformes,Anatidae,Anas,Anas_undulata,LC,No,4.087,No
Anseriformes,Anatidae,Anas,Anas_wyvilliana,EN,Yes,4.698,Yes
Anseriformes,Anatidae,Anas,Anas_zonorhyncha,LC,No,3.987,No
Anseriformes,Anatidae,Anser,Anser_albifrons,LC,No,8.4,No
Anseriformes,Anatidae,Anser,Anser_anser,LC,No,7.926,No
Anseriformes,Anatidae,Anser,Anser_brachyrhynchus,LC,No,11.672,No
Anseriformes,Anatidae,Anser,Anser_caerulescens,LC,No,8.764,No
Anseriformes,Anatidae,Anser,Anser_canagicus,NT,No,8.008,No
Anseriformes,Anatidae,Anser,Anser_cygnoid,VU,No,9.428,No
Anseriformes,Anatidae,Anser,Anser_erythropus,VU,No,7.604,No
Anseriformes,Anatidae,Anser,Anser_fabalis,LC,No,8.328,No
Anseriformes,Anatidae,Anser,Anser_indicus,LC,No,6.046,No
Anseriformes,Anatidae,Anser,Anser_rossii,LC,No,6.251,No
Anseriformes,Anatidae,Asarcornis,Asarcornis_scutulata,EN,No,4.817,No
Anseriformes,Anatidae,Aythya,Aythya_affinis,LC,No,5.024,No
Anseriformes,Anatidae,Aythya,Aythya_americana,LC,No,4.195,No
Anseriformes,Anatidae,Aythya,Aythya_australis,LC,No,3.49,No
Anseriformes,Anatidae,Aythya,Aythya_baeri,CR,No,3.535,No
Anseriformes,Anatidae,Aythya,Aythya_collaris,LC,No,3.76,No
Anseriformes,Anatidae,Aythya,Aythya_ferina,VU,No,4.228,No
Anseriformes,Anatidae,Aythya,Aythya_fuligula,LC,No,4.012,No
Anseriformes,Anatidae,Aythya,Aythya_innotata,CR,Yes,3.748,Yes
Anseriformes,Anatidae,Aythya,Aythya_marila,LC,No,4.148,No
Anseriformes,Anatidae,Aythya,Aythya_novaeseelandiae,LC,Yes,5.753,Yes
Anseriformes,Anatidae,Aythya,Aythya_nyroca,NT,No,3.514,No
Anseriformes,Anatidae,Aythya,Aythya_valisineria,LC,No,5.162,No
Anseriformes,Anatidae,Biziura,Biziura_lobata,LC,No,9.259,No
Anseriformes,Anatidae,Branta,Branta_bernicla,LC,No,9.909,No
Anseriformes,Anatidae,Branta,Branta_canadensis,LC,No,9.449,No
Anseriformes,Anatidae,Branta,Branta_hutchinsii,LC,No,9.217,No
Anseriformes,Anatidae,Branta,Branta_leucopsis,LC,No,10.046,No
Anseriformes,Anatidae,Branta,Branta_ruficollis,VU,No,7.257,No
Anseriformes,Anatidae,Branta,Branta_sandvicensis,NT,Yes,12.091,Yes
Anseriformes,Anatidae,Bucephala,Bucephala_albeola,LC,No,5.492,No
Anseriformes,Anatidae,Bucephala,Bucephala_clangula,LC,No,7.11,No
Anseriformes,Anatidae,Bucephala,Bucephala_islandica,LC,No,6.602,No
Anseriformes,Anatidae,Cairina,Cairina_moschata,LC,No,3.935,No
Anseriformes,Anatidae,Callonetta,Callonetta_leucophrys,LC,No,2.707,No
Anseriformes,Anatidae,Cereopsis,Cereopsis_novaehollandiae,LC,No,9.159,No
Anseriformes,Anatidae,Chenonetta,Chenonetta_jubata,LC,No,3.267,No
Anseriformes,Anatidae,Chloephaga,Chloephaga_hybrida,LC,No,8.355,No
Anseriformes,Anatidae,Chloephaga,Chloephaga_melanoptera,LC,No,5.196,No
