Order,Family,Genus,species,status,IslandEndemic,GenLength,IslandEndemic2
Columbiformes,Columbidae,Ducula,Ducula_bakeri,LC,Yes,5.286,Yes
Columbiformes,Columbidae,Ducula,Ducula_basilica,LC,Yes,5.724,Yes
Columbiformes,Columbidae,Ducula,Ducula_bicolor,LC,No,6.014,No
Columbiformes,Columbidae,Ducula,Ducula_brenchleyi,NT,Yes,5.324,Yes
Columbiformes,Columbidae,Ducula,Ducula_carola,VU,Yes,5.856,Yes
Columbiformes,Columbidae,Ducula,Ducula_chalconota,LC,No,5.657,No
Columbiformes,Columbidae,Ducula,Ducula_cineracea,NT,Yes,5.62,Yes
Columbiformes,Columbidae,Ducula,Ducula_concinna,LC,No,6.378,No
Columbiformes,Columbidae,Ducula,Ducula_cuprea,LC,No,2.933,No
Columbiformes,Columbidae,Ducula,Ducula_finschii,NT,Yes,5.187,Yes
Columbiformes,Columbidae,Ducula,Ducula_forsteni,LC,Yes,5.719,Yes
Columbiformes,Columbidae,Ducula,Ducula_galeata,EN,Yes,6.448,Yes
Columbiformes,Columbidae,Ducula,Ducula_geelvinkiana,LC,Yes,2.933,Yes
Columbiformes,Columbidae,Ducula,Ducula_goliath,NT,Yes,5.724,Yes
Columbiformes,Columbidae,Ducula,Ducula_lacernulata,LC,No,4.985,No
Columbiformes,Columbidae,Ducula,Ducula_latrans,LC,Yes,6.226,Yes
Columbiformes,Columbidae,Ducula,Ducula_luctuosa,LC,Yes,5.385,Yes
Columbiformes,Columbidae,Ducula,Ducula_melanochroa,LC,Yes,6.626,Yes
Columbiformes,Columbidae,Ducula,Ducula_mindorensis,EN,Yes,5.567,Yes
Columbiformes,Columbidae,Ducula,Ducula_mullerii,LC,No,6.734,No
Columbiformes,Columbidae,Ducula,Ducula_myristicivora,LC,No,5.777,No
Columbiformes,Columbidae,Ducula,Ducula_neglecta,LC,Yes,2.933,Yes
Columbiformes,Columbidae,Ducula,Ducula_obiensis,LC,Yes,2.933,Yes
Columbiformes,Columbidae,Ducula,Ducula_oceanica,VU,Yes,6.118,Yes
Columbiformes,Columbidae,Ducula,Ducula_oenothorax,NT,Yes,2.933,Yes
Columbiformes,Columbidae,Ducula,Ducula_pacifica,LC,No,6.311,No
Columbiformes,Columbidae,Ducula,Ducula_perspicillata,LC,Yes,6.13,Yes
Columbiformes,Columbidae,Ducula,Ducula_pickeringii,VU,No,5.666,No
Columbiformes,Columbidae,Ducula,Ducula_pinon,LC,No,7.045,No
Columbiformes,Columbidae,Ducula,Ducula_pistrinaria,LC,Yes,6.464,Yes
Columbiformes,Columbidae,Ducula,Ducula_poliocephala,NT,Yes,5.775,Yes
Columbiformes,Columbidae,Ducula,Ducula_radiata,LC,Yes,5.747,Yes
Columbiformes,Columbidae,Ducula,Ducula_rosacea,NT,No,5.354,No
Columbiformes,Columbidae,Ducula,Ducula_rubricera,LC,Yes,6.877,Yes
Columbiformes,Columbidae,Ducula,Ducula_rufigaster,LC,No,5.516,No
Columbiformes,Columbidae,Ducula,Ducula_salvadorii,LC,Yes,2.933,Yes
Columbiformes,Columbidae,Ducula,Ducula_spilorrhoa,LC,No,6.179,No
Columbiformes,Columbidae,Ducula,Ducula_subflavescens,NT,Yes,6.297,Yes
Columbiformes,Columbidae,Ducula,Ducula_whartoni,NT,Yes,6.727,Yes
Columbiformes,Columbidae,Ducula,Ducula_zoeae,LC,No,5.89,No
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_crinigera,VU,Yes,5.872,Yes
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_keayi,CR,Yes,4.506,Yes
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_luzonica,NT,Yes,5.359,Yes
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_menagei,CR,Yes,4.606,Yes
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_platenae,CR,Yes,5.359,Yes
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_rufigula,LC,No,5.362,No
Columbiformes,Columbidae,Gallicolumba,Gallicolumba_tristigmata,LC,Yes,5.042,Yes
Columbiformes,Columbidae,Geopelia,Geopelia_cuneata,LC,No,4.083,No
Columbiformes,Columbidae,Geopelia,Geopelia_humeralis,LC,No,4.966,No
Columbiformes,Columbidae,Geopelia,Geopelia_maugeus,LC,Yes,3.231,Yes
Columbiformes,Columbidae,Geopelia,Geopelia_placida,LC,No,3.404,No
Columbiformes,Columbidae,Geopelia,Geopelia_striata,LC,No,3.885,No
Columbiformes,Columbidae,Geophaps,Geophaps_plumifera,LC,No,4.104,No
Columbiformes,Columbidae,Geophaps,Geophaps_scripta,LC,No,5.017,No
Columbiformes,Columbidae,Geophaps,Geophaps_smithii,VU,No,4.885,No
Columbiformes,Columbidae,Geotrygon,Geotrygon_caniceps,VU,Yes,5.606,Yes
Columbiformes,Columbidae,Geotrygon,Geotrygon_chrysia,LC,Yes,5.217,Yes
Columbiformes,Columbidae,Geotrygon,Geotrygon_leucometopia,EN,Yes,3.026,Yes
Columbiformes,Columbidae,Geotrygon,Geotrygon_montana,LC,No,4.782,No
Columbiformes,Columbidae,Geotrygon,Geotrygon_mystacea,LC,Yes,5.697,Yes
Columbiformes,Columbidae,Geotrygon,Geotrygon_purpurata,EN,No,3.026,No
Columbiformes,Columbidae,Geotrygon,Geotrygon_saphirina,LC,No,4.652,No
Columbiformes,Columbidae,Geotrygon,Geotrygon_versicolor,NT,Yes,5.493,Yes
Columbiformes,Columbidae,Geotrygon,Geotrygon_violacea,LC,No,4.498,No
Columbiformes,Columbidae,Goura,Goura_cristata,VU,No,9.365,No
Columbiformes,Columbidae,Goura,Goura_scheepmakeri,VU,No,10.222,No
Columbiformes,Columbidae,Goura,Goura_sclaterii,NT,No,3.026,No
Columbiformes,Columbidae,Goura,Goura_victoria,NT,No,9.666,No
Columbiformes,Columbidae,Gymnophaps,Gymnophaps_albertisii,LC,No,5.943,No
Columbiformes,Columbidae,Gymnophaps,Gymnophaps_mada,LC,Yes,5.364,Yes
Columbiformes,Columbidae,Gymnophaps,Gymnophaps_solomonensis,LC,Yes,5.305,Yes
Columbiformes,Columbidae,Gymnophaps,Gymnophaps_stalkeri,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Hemiphaga,Hemiphaga_chathamensis,VU,Yes,3.026,Yes
Columbiformes,Columbidae,Hemiphaga,Hemiphaga_novaeseelandiae,NT,Yes,7.555,Yes
Columbiformes,Columbidae,Henicophaps,Henicophaps_albifrons,LC,No,4.911,No
Columbiformes,Columbidae,Henicophaps,Henicophaps_foersteri,VU,Yes,5.584,Yes
Columbiformes,Columbidae,Leptotila,Leptotila_battyi,VU,No,3.544,No
Columbiformes,Columbidae,Leptotila,Leptotila_cassinii,LC,No,4.369,No
Columbiformes,Columbidae,Leptotila,Leptotila_conoveri,NT,No,3.611,No
Columbiformes,Columbidae,Leptotila,Leptotila_jamaicensis,LC,No,4.504,No
Columbiformes,Columbidae,Leptotila,Leptotila_megalura,LC,No,4.843,No
Columbiformes,Columbidae,Leptotila,Leptotila_ochraceiventris,VU,No,3.314,No
Columbiformes,Columbidae,Leptotila,Leptotila_pallida,LC,No,3.359,No
Columbiformes,Columbidae,Leptotila,Leptotila_plumbeiceps,LC,No,3.496,No
Columbiformes,Columbidae,Leptotila,Leptotila_rufaxilla,LC,No,4.573,No
Columbiformes,Columbidae,Leptotila,Leptotila_verreauxi,LC,No,4.307,No
Columbiformes,Columbidae,Leptotila,Leptotila_wellsi,CR,Yes,4.667,Yes
Columbiformes,Columbidae,Leptotrygon,Leptotrygon_veraguensis,LC,No,5.028,No
Columbiformes,Columbidae,Leucosarcia,Leucosarcia_melanoleuca,LC,No,5.966,No
Columbiformes,Columbidae,Lopholaimus,Lopholaimus_antarcticus,LC,No,6.915,No
Columbiformes,Columbidae,Macropygia,Macropygia_amboinensis,LC,No,5.725,No
Columbiformes,Columbidae,Macropygia,Macropygia_emiliana,LC,No,4.838,No
Columbiformes,Columbidae,Macropygia,Macropygia_mackinlayi,LC,Yes,3.993,Yes
Columbiformes,Columbidae,Macropygia,Macropygia_magna,LC,Yes,4.219,Yes
Columbiformes,Columbidae,Macropygia,Macropygia_nigrirostris,LC,No,4.398,No
Columbiformes,Columbidae,Macropygia,Macropygia_phasianella,LC,No,4.435,No
Columbiformes,Columbidae,Macropygia,Macropygia_ruficeps,LC,No,4.335,No
Columbiformes,Columbidae,Macropygia,Macropygia_rufipennis,LC,Yes,4.749,Yes
Columbiformes,Columbidae,Macropygia,Macropygia_tenuirostris,LC,No,5.133,No
Columbiformes,Columbidae,Macropygia,Macropygia_unchall,LC,No,4.53,No
Columbiformes,Columbidae,Megaloprepia,Megaloprepia_formosa,LC,Yes,4.875,Yes
Columbiformes,Columbidae,Megaloprepia,Megaloprepia_magnifica,LC,No,5.491,No
Columbiformes,Columbidae,Metriopelia,Metriopelia_aymara,LC,No,3.772,No
Columbiformes,Columbidae,Metriopelia,Metriopelia_ceciliae,LC,No,3.482,No
Columbiformes,Columbidae,Metriopelia,Metriopelia_melanoptera,LC,No,4.186,No
Columbiformes,Columbidae,Metriopelia,Metriopelia_morenoi,LC,No,3.162,No
Columbiformes,Columbidae,Nesoenas,Nesoenas_mayeri,VU,Yes,5.412,Yes
Columbiformes,Columbidae,Nesoenas,Nesoenas_picturatus,LC,Yes,4.793,Yes
Columbiformes,Columbidae,Ocyphaps,Ocyphaps_lophotes,LC,No,5.289,No
Columbiformes,Columbidae,Oena,Oena_capensis,LC,No,3.156,No
Columbiformes,Columbidae,Otidiphaps,Otidiphaps_aruensis,VU,No,3.026,No
Columbiformes,Columbidae,Otidiphaps,Otidiphaps_cervicalis,LC,No,3.026,No
Columbiformes,Columbidae,Otidiphaps,Otidiphaps_insularis,CR,Yes,3.026,Yes
Columbiformes,Columbidae,Otidiphaps,Otidiphaps_nobilis,LC,No,7.188,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_albilinea,LC,No,3.832,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_albipennis,LC,No,3.832,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_araucana,LC,No,3.65,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_caribaea,VU,Yes,4.461,Yes
Columbiformes,Columbidae,Patagioenas,Patagioenas_cayennensis,LC,No,4.388,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_corensis,LC,No,3.783,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_fasciata,LC,No,4.394,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_flavirostris,LC,No,4.68,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_goodsoni,LC,No,4.515,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_inornata,NT,Yes,4.086,Yes
Columbiformes,Columbidae,Patagioenas,Patagioenas_leucocephala,NT,No,3.549,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_maculosa,LC,No,3.943,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_nigrirostris,LC,No,3.697,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_oenops,VU,No,3.268,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_picazuro,LC,No,3.817,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_plumbea,LC,No,3.426,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_speciosa,LC,No,3.543,No
Columbiformes,Columbidae,Patagioenas,Patagioenas_squamosa,LC,Yes,4.936,Yes
Columbiformes,Columbidae,Patagioenas,Patagioenas_subvinacea,LC,No,3.377,No
Columbiformes,Columbidae,Petrophassa,Petrophassa_albipennis,LC,No,4.341,No
Columbiformes,Columbidae,Petrophassa,Petrophassa_rufipennis,LC,No,4.893,No
Columbiformes,Columbidae,Phapitreron,Phapitreron_amethystinus,LC,Yes,3.709,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_brevirostris,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_brunneiceps,VU,Yes,3.687,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_cinereiceps,EN,Yes,4.055,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_frontalis,CR,Yes,3.026,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_leucotis,LC,Yes,4.106,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_maculipectus,NT,Yes,3.026,Yes
Columbiformes,Columbidae,Phapitreron,Phapitreron_nigrorum,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Phaps,Phaps_chalcoptera,LC,No,5.968,No
Columbiformes,Columbidae,Phaps,Phaps_elegans,LC,No,5.03,No
Columbiformes,Columbidae,Phaps,Phaps_histrionica,LC,No,5.362,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_alligator,LC,No,3.026,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_arcanus,CR,Yes,3.917,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_aurantiifrons,LC,No,4.553,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_chalcurus,VU,Yes,3.952,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_chrysogaster,EN,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_cinctus,LC,No,5.028,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_coralensis,NT,Yes,3.786,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_coronulatus,LC,No,3.983,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_dohertyi,VU,Yes,3.913,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_dupetithouarsii,LC,Yes,4.232,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_eugeniae,NT,Yes,3.889,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_fasciatus,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_gestroi,LC,No,3.026,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_granulifrons,VU,Yes,3.86,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_greyi,LC,Yes,4.18,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_hernsheimi,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_huttoni,CR,Yes,4.103,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_hyogastrus,LC,Yes,3.856,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_insolitus,LC,Yes,4.454,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_insularis,VU,Yes,3.911,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_iozonus,LC,No,4.303,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_melanospilus,LC,No,4.094,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_monacha,NT,Yes,3.625,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_nainus,LC,No,2.776,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_ornatus,LC,No,4.098,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_pelewensis,LC,Yes,4.157,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_perlatus,LC,No,4.846,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_perousii,LC,Yes,4.13,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_ponapensis,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_porphyraceus,LC,Yes,4.371,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_porphyreus,LC,No,4.147,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_pulchellus,LC,No,3.906,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_purpuratus,LC,Yes,4.302,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_rarotongensis,NT,Yes,3.984,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_regina,LC,No,4.342,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_richardsii,LC,Yes,4.29,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_rivoli,LC,No,4.258,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_roseicapilla,EN,Yes,4.209,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_solomonensis,LC,Yes,4.279,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_speciosus,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_superbus,LC,No,4.444,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_tannensis,LC,Yes,4.967,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_temminckii,LC,Yes,3.026,Yes
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_viridis,LC,No,4.345,No
Columbiformes,Columbidae,Ptilinopus,Ptilinopus_wallacii,LC,No,3.893,No
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_epius,LC,Yes,4.357,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_fischeri,LC,Yes,5.355,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_jambu,NT,No,4.753,No
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_leclancheri,LC,No,5.362,No
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_mangoliensis,NT,Yes,3.026,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_marchei,VU,Yes,5.153,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_meridionalis,VU,Yes,3.026,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_merrilli,NT,Yes,4.958,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_occipitalis,LC,Yes,4.844,Yes
Columbiformes,Columbidae,Ramphiculus,Ramphiculus_subgularis,VU,Yes,3.026,Yes
Columbiformes,Columbidae,Reinwardtoena,Reinwardtoena_browni,NT,Yes,5.247,Yes
Columbiformes,Columbidae,Reinwardtoena,Reinwardtoena_crassirostris,NT,Yes,5.943,Yes
Columbiformes,Columbidae,Reinwardtoena,Reinwardtoena_reinwardti,LC,No,6.381,No
Columbiformes,Columbidae,Spilopelia,Spilopelia_chinensis,LC,No,3.745,No
Columbiformes,Columbidae,Spilopelia,Spilopelia_senegalensis,LC,No,3.344,No
Columbiformes,Columbidae,Spilopelia,Spilopelia_suratensis,LC,No,2.908,No
Columbiformes,Columbidae,Starnoenas,Starnoenas_cyanocephala,EN,Yes,5.861,Yes
Columbiformes,Columbidae,Streptopelia,Streptopelia_bitorquata,LC,No,2.558,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_capicola,LC,No,2.551,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_decaocto,LC,No,3.456,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_decipiens,LC,No,2.478,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_dusumieri,VU,No,2.746,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_hypopyrrha,LC,No,2.603,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_lugens,LC,No,2.554,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_orientalis,LC,No,3.038,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_reichenowi,NT,No,2.47,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_roseogrisea,LC,No,4.209,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_semitorquata,LC,No,2.604,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_tranquebarica,LC,No,2.476,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_turtur,VU,No,2.834,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_vinacea,LC,No,2.415,No
Columbiformes,Columbidae,Streptopelia,Streptopelia_xanthocycla,LC,No,2.746,No
Columbiformes,Columbidae,Treron,Treron_affinis,LC,No,1.934,No
Columbiformes,Columbidae,Treron,Treron_apicauda,LC,No,3.734,No
Columbiformes,Columbidae,Treron,Treron_aromaticus,NT,Yes,1.934,Yes
Columbiformes,Columbidae,Treron,Treron_australis,LC,Yes,3.741,Yes
Columbiformes,Columbidae,Treron,Treron_axillaris,LC,Yes,1.934,Yes
Columbiformes,Columbidae,Treron,Treron_bicinctus,LC,No,3.248,No
Columbiformes,Columbidae,Treron,Treron_calvus,LC,No,3.509,No
Columbiformes,Columbidae,Treron,Treron_capellei,VU,No,3.79,No
Columbiformes,Columbidae,Treron,Treron_chloropterus,NT,Yes,1.934,Yes
Columbiformes,Columbidae,Treron,Treron_curvirostra,LC,No,3.333,No
Columbiformes,Columbidae,Treron,Treron_delalandii,LC,No,1.934,No
Columbiformes,Columbidae,Treron,Treron_floris,VU,Yes,3.373,Yes
Columbiformes,Columbidae,Treron,Treron_formosae,NT,No,3.43,No
Columbiformes,Columbidae,Treron,Treron_fulvicollis,NT,No,3.382,No
Columbiformes,Columbidae,Treron,Treron_griseicauda,LC,No,3.553,No
Columbiformes,Columbidae,Treron,Treron_griveaudi,EN,Yes,1.934,Yes
Columbiformes,Columbidae,Treron,Treron_olax,LC,No,2.909,No
Columbiformes,Columbidae,Treron,Treron_oxyurus,NT,No,3.336,No
Columbiformes,Columbidae,Treron,Treron_pembaensis,VU,Yes,3.556,Yes
Columbiformes,Columbidae,Treron,Treron_permagnus,LC,No,1.934,No
Columbiformes,Columbidae,Treron,Treron_phayrei,NT,No,1.934,No
Columbiformes,Columbidae,Treron,Treron_phoenicopterus,LC,No,3.78,No
Columbiformes,Columbidae,Treron,Treron_pompadora,LC,No,3.665,No
Columbiformes,Columbidae,Treron,Treron_psittaceus,EN,Yes,3.376,Yes
Columbiformes,Columbidae,Treron,Treron_sanctithomae,EN,Yes,3.334,Yes
Columbiformes,Columbidae,Treron,Treron_seimundi,LC,No,3.241,No
Columbiformes,Columbidae,Treron,Treron_sieboldii,LC,No,3.861,No
Columbiformes,Columbidae,Treron,Treron_sphenurus,LC,No,3.823,No
Columbiformes,Columbidae,Treron,Treron_teysmannii,NT,Yes,3.379,Yes
Columbiformes,Columbidae,Treron,Treron_vernans,LC,No,3.249,No
Columbiformes,Columbidae,Treron,Treron_waalia,LC,No,3.87,No
Columbiformes,Columbidae,Trugon,Trugon_terrestris,LC,No,6.939,No
Columbiformes,Columbidae,Turacoena,Turacoena_manadensis,LC,Yes,5.617,Yes
Columbiformes,Columbidae,Turacoena,Turacoena_modesta,NT,Yes,5.303,Yes
Columbiformes,Columbidae,Turtur,Turtur_abyssinicus,LC,No,5.792,No
Columbiformes,Columbidae,Turtur,Turtur_afer,LC,No,4.68,No
Columbiformes,Columbidae,Turtur,Turtur_brehmeri,LC,No,5.876,No
Columbiformes,Columbidae,Turtur,Turtur_chalcospilos,LC,No,4.828,No
Columbiformes,Columbidae,Turtur,Turtur_tympanistria,LC,No,4.736,No
Columbiformes,Columbidae,Uropelia,Uropelia_campestris,LC,No,2.315,No
Columbiformes,Columbidae,Zenaida,Zenaida_asiatica,LC,No,4.064,No
Columbiformes,Columbidae,Zenaida,Zenaida_auriculata,LC,No,3.042,No
Columbiformes,Columbidae,Zenaida,Zenaida_aurita,LC,No,3.463,No
Columbiformes,Columbidae,Zenaida,Zenaida_galapagoensis,NT,Yes,2.891,Yes
Columbiformes,Columbidae,Zenaida,Zenaida_macroura,LC,No,5.372,No
Columbiformes,Columbidae,Zenaida,Zenaida_meloda,LC,No,4.047,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_albifacies,LC,No,5.947,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_carrikeri,EN,No,6.493,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_chiriquensis,LC,No,5.929,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_costaricensis,LC,No,4.988,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_frenata,LC,No,6.496,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_goldmani,NT,No,4.062,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_lawrencii,LC,No,6.004,No
Columbiformes,Columbidae,Zentrygon,Zentrygon_linearis,LC,No,5.184,No
Coraciiformes,Alcedinidae,Actenoides,Actenoides_bougainvillei,EN,Yes,4.951,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_capucinus,NT,Yes,3.829,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_concretus,NT,No,5.188,No
Coraciiformes,Alcedinidae,Actenoides,Actenoides_excelsus,EN,Yes,3.829,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_hombroni,VU,Yes,4.389,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_lindsayi,LC,Yes,4.15,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_monachus,NT,Yes,4.402,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_princeps,NT,Yes,3.694,Yes
Coraciiformes,Alcedinidae,Actenoides,Actenoides_regalis,VU,Yes,3.829,Yes
Coraciiformes,Alcedinidae,Alcedo,Alcedo_atthis,LC,No,3.872,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_coerulescens,LC,No,2.641,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_euryzona,CR,No,2.889,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_hercules,NT,No,2.587,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_meninting,LC,No,2.605,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_peninsulae,NT,No,3.843,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_quadribrachys,LC,No,2.828,No
Coraciiformes,Alcedinidae,Alcedo,Alcedo_semitorquata,LC,No,3.29,No
Coraciiformes,Alcedinidae,Caridonax,Caridonax_fulgidus,LC,Yes,4.966,Yes
Coraciiformes,Alcedinidae,Ceryle,Ceryle_rudis,LC,No,2.528,No
Coraciiformes,Alcedinidae,Ceyx,Ceyx_argentatus,NT,Yes,2.401,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_azureus,LC,No,2.582,No
Coraciiformes,Alcedinidae,Ceyx,Ceyx_cajeli,NT,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_collectoris,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_cyanopectus,LC,Yes,2.49,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_dispar,NT,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_erithaca,LC,No,1.955,No
Coraciiformes,Alcedinidae,Ceyx,Ceyx_fallax,LC,Yes,2.734,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_flumenicola,NT,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_gentianus,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_lepidus,LC,Yes,3.028,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_margarethae,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_meeki,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_melanurus,VU,Yes,2.516,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_mindanensis,VU,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_mulcatus,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_nigrirostris,NT,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_nigromaxilla,LC,Yes,2.323,Yes
Coraciiformes,Alcedinidae,Ceyx,Ceyx_pusillus,LC,No,2.169,No
